targetname,datetime_str,datetime_jd,H,G,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,theta_asp
3200 Phaethon (1983 TB),2012-May-05 05:15:14.499,2456052.718917808,14.6,0.15,,,32.10655,14.79847,32.27307,14.85553,-223.667,109.9096,,,,,-35856.8,-5447.62,262.817,,999,,14.8,3.22,35.249,0.0059,36397.83,*,0.009184,,,,,80.01,0.0,,,287.3475,8.7279,0.185291628799,45.3627189,0.93832705771415,57.7952682,7.803828,94.22066,74.56615,10.1105,/L,107.1528,176.5,98.6,62.7519,259.978,98.802,15.02796,Ari,66.185421,35.1528624,1.7166568,,,149.272967,-44.103245,,0.0,0.046,0.008,0.047,0.002,-9.088,0.0,0.047,28.4182,2.37e-05,0.53,1.94,0.00019,61.5233,,107.1583,341.5955,8.7964,117.96519536861265
3200 Phaethon (1983 TB),2012-May-05 07:24:50.499,2456052.808917813,14.6,0.15,,,31.97018,14.86441,32.13671,14.92156,-215.749,110.2049,,,,,-36623.0,-5301.64,263.251,,999,,14.76,3.21,36.403,0.0058,37133.8,*,0.009154,,,,,80.38,0.0,,,288.5906,9.1854,0.187663574379,45.9135444,0.94134250815718,58.2462073,7.828907,93.5762,74.18834,10.3149,/L,105.7738,177.9,98.9,63.9263,260.343,99.063,14.95509,Ari,66.185419,35.0509555,1.8231986,,,149.067914,-44.09668,,0.0,0.045,0.008,0.046,0.002,-9.365,0.0,0.046,28.6681,2.14e-05,0.49,1.78,0.000191,62.8336,,105.7792,342.2014,9.1232,118.01790220009505
3200 Phaethon (1983 TB),2012-May-05 07:39:14.499,2456052.818917809,14.6,0.15,,,31.95532,14.87175,32.12186,14.9289,-214.88,110.2339,,,,,-36707.1,-5285.38,263.298,,999,,14.76,3.21,36.53,0.0058,37214.63,*,0.009151,,,,,80.42,0.0,,,288.7269,9.2352,0.187928865901,45.9724324,0.94167897400537,58.2934745,7.831705,93.50486,74.14641,10.3374,/L,105.6227,178.1,98.9,64.0549,260.383,99.092,14.947,Ari,66.185419,35.0399143,1.8349516,,,149.045499,-44.095794,,0.0,0.045,0.008,0.046,0.002,-9.395,0.0,0.046,28.6946,2.11e-05,0.48,1.76,0.000191,62.9771,,105.6282,342.2679,9.1583,118.02274108268716
3200 Phaethon (1983 TB),2012-May-05 10:03:14.499,2456052.918917809,14.6,0.15,,,31.81002,14.94522,31.97658,15.00246,-206.316,110.4838,,,,,-37536.8,-5122.29,263.756,,999,,14.72,3.2,37.785,0.0057,38012.67,*,0.009118,,,,,80.8,0.0,,,290.0717,9.7233,0.190599984098,46.5367911,0.94505803435825,58.7362694,7.859808,92.79465,73.72802,10.5591,/L,104.1352,179.3,99.1,65.3205,260.766,99.379,14.86607,Ari,66.185418,34.9325423,1.9515438,,,148.825358,-44.085278,,0.0,0.044,0.008,0.044,0.002,-9.701,0.0,0.045,28.9447,1.88e-05,0.44,1.59,0.000193,64.3905,,104.1407,342.9246,9.4967,118.0599103865291
3200 Phaethon (1983 TB),2012-May-05 12:27:14.499,2456053.018917809,14.6,0.15,,,31.67051,15.01883,31.83709,15.07617,-197.977,110.6645,,,,,-38346.4,-4958.52,264.194,,999,,14.68,3.19,39.012,0.0055,38792.34,*,0.009086,,,,,81.16,0.0,,,291.3829,10.1928,0.19330243798,47.0583146,0.94846114296561,59.1272038,7.888111,92.09075,73.31153,10.7756,/L,102.6893,178.4,99.3,66.5497,261.129,99.665,14.78525,Ari,66.185416,34.8305847,2.0664297,,,148.612414,-44.071852,,0.0,0.043,0.008,0.043,0.002,-10.005,0.0,0.043,29.1702,1.66e-05,0.4,1.44,0.000195,65.7646,,102.6947,343.5659,9.8135,118.07823358940563
3200 Phaethon (1983 TB),2012-May-05 14:51:14.499,2456053.118917808,14.6,0.15,,,31.53662,15.09255,31.70322,15.14997,-189.866,110.781,,,,,-39136.4,-4794.23,264.612,,999,,14.65,3.18,40.212,0.0054,39554.03,*,0.009053,,,,,81.51,0.0,,,292.6614,10.6443,0.196033825065,47.5394331,0.95188540459977,59.469674,7.91659,91.39376,72.89741,10.9872,/L,101.2838,176.8,99.5,67.7433,261.474,99.948,14.70457,Ari,66.185415,34.73388,2.1796102,,,148.406525,-44.055666,,0.0,0.042,0.008,0.042,0.002,-10.307,0.0,0.042,29.3726,1.46e-05,0.35,1.29,0.000196,67.1006,,101.2893,344.192,10.1105,118.07914568496707
3200 Phaethon (1983 TB),2012-May-05 17:15:14.499,2456053.218917808,14.6,0.15,,,31.40821,15.16633,31.57483,15.22383,-181.984,110.8381,,,,,-39907.3,-4629.57,265.012,,999,,14.62,3.17,41.384,0.0053,40298.18,*,0.00902,,,,,81.84,0.0,,,293.9082,11.0783,0.198791880486,47.9824809,0.95532811555156,59.7669156,7.945222,90.70418,72.48608,11.1939,/L,99.9177,175.2,99.7,68.9025,261.803,100.229,14.62409,Ari,66.185413,34.6422669,2.2910904,,,148.207545,-44.036867,,0.0,0.041,0.008,0.041,0.003,-10.608,0.0,0.041,29.5535,1.27e-05,0.32,1.15,0.000197,68.3997,,99.9232,344.8034,10.3895,118.06414437543091
3200 Phaethon (1983 TB),2012-May-05 19:39:14.499,2456053.318917809,14.6,0.15,,,31.28512,15.24014,31.45177,15.29771,-174.329,110.8401,,,,,-40659.7,-4464.67,265.396,,999,,14.59,3.17,42.527,0.0052,41025.21,*,0.008988,,,,,82.15,0.0,,,295.1242,11.4954,0.201574471258,48.3896926,0.95878675418975,60.0220014,7.973986,90.02245,72.07791,11.3959,/L,98.5899,173.6,99.8,70.0282,262.117,100.508,14.54384,Ari,66.185412,34.5555856,2.4008785,,,148.015323,-44.015593,,0.0,0.04,0.008,0.04,0.003,-10.907,0.0,0.04,29.7142,1.1e-05,0.28,1.03,0.000198,69.6631,,98.5953,345.4003,10.6519,118.03452987238404
3200 Phaethon (1983 TB),2012-May-05 22:03:14.499,2456053.418917809,14.6,0.15,,,31.16719,15.31393,31.33387,15.37158,-166.901,110.7914,,,,,-41394.1,-4299.67,265.765,,999,,14.57,3.16,43.643,0.005,41735.58,*,0.008955,,,,,82.45,0.0,,,296.3105,11.8963,0.204379590491,48.7632009,0.96225897160642,60.2378415,8.002864,89.34895,71.67322,11.5932,/L,97.2991,172.0,99.9,71.1215,262.416,100.785,14.46386,Ari,66.18541,34.4736784,2.5089863,,,147.8297,-43.991979,,0.0,0.039,0.008,0.039,0.003,-11.205,0.0,0.039,29.8561,9.5e-06,0.25,0.91,0.000199,70.892,,97.3045,345.9832,10.899,117.99148970092887
3200 Phaethon (1983 TB),2012-May-06 00:27:14.499,2456053.518917809,14.6,0.15,,,31.05429,15.38767,31.22099,15.44539,-159.696,110.696,,,,,-42111.1,-4134.68,266.12,,999,,14.55,3.16,44.73,0.0049,42429.71,*,0.008923,,,,,82.74,0.0,,,297.4678,12.2816,0.207205351465,49.1050358,0.96574258222878,60.4171844,8.031836,88.68396,71.27227,11.786,/L,96.0444,170.3,99.9,72.1833,262.702,101.059,14.38418,Ari,66.185409,34.3963898,2.6154279,,,147.650518,-43.966151,,0.0,0.038,0.008,0.038,0.003,-11.501,0.0,0.038,29.9805,8.1e-06,0.22,0.8,0.0002,72.0874,,96.0498,346.5523,11.132,117.93611260615327
3200 Phaethon (1983 TB),2012-May-06 02:51:14.499,2456053.618917808,14.6,0.15,,,30.94625,15.46134,31.11298,15.51913,-152.711,110.5574,,,,,-42811.2,-3969.8,266.462,,999,,14.53,3.16,45.79,0.0048,43108.07,*,0.008891,,,,,83.01,0.0,,,298.5972,12.6517,0.210049981691,49.4171249,0.96923555457238,60.5626206,8.060886,88.02773,70.8753,11.9745,/L,94.8245,168.7,100.0,73.2145,262.976,101.332,14.30483,Ari,66.185407,34.3235673,2.7202198,,,147.477616,-43.938231,,0.0,0.037,0.008,0.037,0.003,-11.795,0.0,0.037,30.0886,6.9e-06,0.19,0.7,0.000201,73.2506,,94.8299,347.1082,11.352,117.86971504183164
3200 Phaethon (1983 TB),2012-May-06 05:15:14.499,2456053.718917808,14.6,0.15,,,30.84292,15.53491,31.00968,15.59276,-145.943,110.3794,,,,,-43494.8,-3805.14,266.791,,999,,14.51,3.16,46.822,0.0047,43771.09,*,0.008859,,,,,83.27,0.0,,,299.6994,13.0074,0.212911817102,49.7012952,0.9727360022924,60.6765866,8.089999,87.38046,70.4825,12.1586,/L,93.6383,167.1,100.0,74.2163,263.239,101.603,14.22585,Ari,66.185406,34.2550613,2.8233807,,,147.310831,-43.908336,,0.0,0.036,0.008,0.036,0.003,-12.088,0.0,0.037,30.1814,5.9e-06,0.17,0.61,0.000201,74.3826,,93.6437,347.6511,11.5599,117.79304385697276
3200 Phaethon (1983 TB),2012-May-06 07:24:50.499,2456053.808917813,14.6,0.15,,,30.75384,15.60102,30.92063,15.65892,-140.034,110.188,,,,,-44096.5,-3657.2,267.078,,999,,14.5,3.17,47.728,0.0046,44355.07,*,0.00883,,,,,83.5,0.0,,,300.6688,13.3156,0.215500886916,49.9346084,0.97589134773175,60.7541429,8.116241,86.80569,70.13267,12.3209,/L,92.5988,165.7,99.9,75.0935,263.467,101.844,14.15509,Ari,66.185404,34.1969759,2.9148476,,,147.16582,-43.879834,,0.0,0.035,0.008,0.036,0.003,-12.35,0.0,0.036,30.2528,5.2e-06,0.15,0.53,0.000202,75.3756,,92.6041,348.129,11.7375,117.71610965017022
3200 Phaethon (1983 TB),2012-May-06 07:39:14.499,2456053.818917809,14.6,0.15,,,30.74417,15.60835,30.91096,15.66626,-139.388,110.165,,,,,-44162.6,-3640.78,267.109,,999,,14.5,3.17,47.828,0.0046,44419.23,*,0.008827,,,,,83.53,0.0,,,300.7753,13.3491,0.215789296209,49.959275,0.97624217534657,60.7613703,8.119159,86.74228,70.09402,12.3387,/L,92.4849,165.5,99.9,75.1896,263.492,101.871,14.14725,Ari,66.185404,34.190726,2.9249307,,,147.150001,-43.876577,,0.0,0.035,0.008,0.036,0.003,-12.379,0.0,0.036,30.2601,5.1e-06,0.14,0.52,0.000202,75.4845,,92.4902,348.1814,11.7566,117.70720904131889
3200 Phaethon (1983 TB),2012-May-06 10:03:14.499,2456053.918917809,14.6,0.15,,,30.64985,15.68164,30.81667,15.73961,-133.041,109.9175,,,,,-44815.0,-3476.81,267.417,,999,,14.49,3.17,48.806,0.0045,45052.91,*,0.008796,,,,,83.77,0.0,,,301.8257,13.6775,0.218680954544,50.192697,0.97975245163735,60.8191167,8.148353,86.1133,69.71,12.5147,/L,91.363,163.9,99.9,76.1352,263.734,102.138,14.06906,Ari,66.185403,34.1304189,3.0248916,,,146.994963,-43.843059,,0.0,0.034,0.008,0.035,0.003,-12.669,0.0,0.035,30.3256,4.6e-06,0.12,0.45,0.000202,76.5573,,91.3684,348.6996,11.943,117.61293030646293
3200 Phaethon (1983 TB),2012-May-06 12:27:14.499,2456054.018917809,14.6,0.15,,,30.55982,15.75476,30.72668,15.81278,-126.897,109.6395,,,,,-45452.5,-3313.31,267.714,,999,,14.48,3.17,49.758,0.0044,45672.58,*,0.008764,,,,,84.0,0.0,,,302.8514,13.993,0.221585419205,50.4031012,0.98326532891947,60.8518339,8.177568,85.49358,69.33055,12.6868,/L,90.2718,162.3,99.8,77.0542,263.967,102.402,13.99129,Ari,66.185401,34.0740015,3.1232863,,,146.845558,-43.807881,,0.0,0.033,0.008,0.034,0.003,-12.957,0.0,0.034,30.379,4.3e-06,0.1,0.38,0.000203,77.6021,,90.2771,349.206,12.1198,117.5111469798976
3200 Phaethon (1983 TB),2012-May-06 14:51:14.499,2456054.118917808,14.6,0.15,,,30.47394,15.82768,30.64083,15.88576,-120.951,109.3339,,,,,-46075.5,-3150.34,268.001,,999,,14.47,3.18,50.685,0.0043,46278.65,*,0.008733,,,,,84.23,0.0,,,303.8533,14.2961,0.224501403601,50.5919385,0.9867794170739,60.8613998,8.206794,84.88315,68.95575,12.8552,/L,89.21,160.7,99.7,77.9474,264.192,102.664,13.91396,Ari,66.1854,34.021339,3.2201386,,,146.701625,-43.771139,,0.0,0.032,0.008,0.033,0.003,-13.243,0.0,0.033,30.421,4.2e-06,0.09,0.32,0.000203,78.6197,,89.2154,349.7009,12.2876,117.40264842011851
3200 Phaethon (1983 TB),2012-May-06 17:15:14.499,2456054.218917808,14.6,0.15,,,30.39209,15.9004,30.55901,15.95853,-115.199,109.003,,,,,-46684.6,-2987.96,268.28,,999,,14.47,3.18,51.586,0.0042,46871.54,*,0.008702,,,,,84.44,0.0,,,304.832,14.5874,0.227427702469,50.7605748,0.99029343084079,60.8495686,8.236019,84.28203,68.58564,13.0199,/L,88.1769,159.2,99.5,78.8157,264.409,102.925,13.8371,Ari,66.185398,33.9723008,3.3154732,,,146.563008,-43.732924,,0.0,0.031,0.008,0.032,0.003,-13.528,0.0,0.032,30.4525,4.4e-06,0.08,0.28,0.000203,79.6113,,88.1822,350.1848,12.447,117.28799961849694
3200 Phaethon (1983 TB),2012-May-06 19:39:14.499,2456054.318917809,14.6,0.15,,,30.31413,15.97289,30.48109,16.03106,-109.634,108.6491,,,,,-47280.2,-2826.24,268.551,,999,,14.46,3.19,52.463,0.0041,47451.67,*,0.008671,,,,,84.65,0.0,,,305.7882,14.8674,0.230363186988,50.9102943,0.99380618277124,60.8179775,8.265234,83.6902,68.22029,13.181,/L,87.1714,157.6,99.3,79.6599,264.618,103.183,13.7607,Ari,66.185397,33.9267599,3.4093152,,,146.429551,-43.69332,,0.0,0.031,0.008,0.032,0.003,-13.811,0.0,0.032,30.4742,4.7e-06,0.07,0.24,0.000203,80.5776,,87.1767,350.6579,12.5986,117.16782055457492
3200 Phaethon (1983 TB),2012-May-06 22:03:14.499,2456054.418917809,14.6,0.15,,,30.23993,16.04514,30.40693,16.10336,-104.251,108.2745,,,,,-47862.7,-2665.23,268.813,,999,,14.46,3.2,53.316,0.004,48019.43,*,0.008641,,,,,84.85,0.0,,,306.7228,15.1365,0.233306800242,51.042304,0.99731657672226,60.7681531,8.294429,83.1076,67.8597,13.3387,/L,86.1926,156.0,99.1,80.4809,264.819,103.439,13.68479,Ari,66.185395,33.8845938,3.5016906,,,146.301103,-43.652408,,0.0,0.03,0.008,0.031,0.003,-14.093,0.0,0.031,30.4869,5.1e-06,0.06,0.22,0.000203,81.5195,,86.1979,351.1206,12.743,117.04279684642044
3200 Phaethon (1983 TB),2012-May-07 00:27:14.499,2456054.518917809,14.6,0.15,,,30.16939,16.11713,30.33642,16.17539,-99.0453,107.881,,,,,-48432.6,-2504.97,269.068,,999,,14.46,3.2,54.145,0.0039,48575.2,*,0.00861,,,,,85.05,0.0,,,307.6363,15.3952,0.236257552853,51.1577372,1.00082360164602,60.7015178,8.323596,82.53419,67.50389,13.4931,/L,85.2395,154.4,98.8,81.2794,265.014,103.694,13.60937,Ari,66.185394,33.8456836,3.5926252,,,146.177514,-43.610266,,0.0,0.029,0.008,0.03,0.003,-14.373,0.0,0.03,30.4912,5.5e-06,0.06,0.22,0.000203,82.438,,85.2449,351.5732,12.8806,116.9133926398624
3200 Phaethon (1983 TB),2012-May-07 02:51:14.499,2456054.618917808,14.6,0.15,,,30.10236,16.18886,30.26944,16.24717,-94.011,107.4705,,,,,-48990.2,-2345.51,269.316,,999,,14.46,3.21,54.951,0.0039,49119.38,*,0.00858,,,,,85.24,0.0,,,308.5294,15.6439,0.23921451883,51.2576578,1.00432632574448,60.6193963,8.352727,81.96989,67.15286,13.6443,/L,84.3114,152.9,98.6,82.0562,265.203,103.946,13.53444,Ari,66.185392,33.8099145,3.6821455,,,146.058638,-43.566967,,0.0,0.028,0.008,0.029,0.003,-14.651,0.0,0.03,30.4878,5.9e-06,0.06,0.22,0.000203,83.3337,,84.3167,352.0162,13.0118,116.78014621289813
3200 Phaethon (1983 TB),2012-May-07 05:15:14.499,2456054.718917808,14.6,0.15,,,30.03876,16.26032,30.20587,16.31866,-89.1426,107.0447,,,,,-49535.9,-2186.88,269.557,,999,,14.46,3.22,55.736,0.0038,49652.31,*,0.008551,,,,,85.42,0.0,,,309.4027,15.883,0.242176831706,51.3430637,1.00782389104468,60.5230216,8.381816,81.4146,66.80658,13.7923,/L,83.4074,151.3,98.3,82.812,265.386,104.196,13.46003,Ari,66.18539,33.7771755,3.7702776,,,145.944331,-43.522578,,0.0,0.028,0.008,0.029,0.003,-14.928,0.0,0.029,30.4773,6.4e-06,0.07,0.24,0.000203,84.2076,,83.4127,352.4496,13.137,116.64352841544442
3200 Phaethon (1983 TB),2012-May-07 07:24:50.499,2456054.808917813,14.6,0.15,,,29.98433,16.32438,30.15148,16.38275,-84.8987,106.6496,,,,,-50017.3,-2044.86,269.768,,999,,14.46,3.23,56.423,0.0037,50122.65,*,0.008524,,,,,85.58,0.0,,,310.1724,16.0904,0.244846813913,51.4082936,1.01096663548683,60.4250472,8.407953,80.92247,66.49899,13.923,/L,82.6137,149.9,98.0,83.4749,265.545,104.42,13.39349,Ari,66.185389,33.7502125,3.8484316,,,145.845248,-43.481751,,0.0,0.027,0.008,0.028,0.003,-15.176,0.0,0.028,30.4621,6.7e-06,0.07,0.25,0.000203,84.976,,82.619,352.832,13.245,116.51796788277579
3200 Phaethon (1983 TB),2012-May-08 07:24:50.499,2456055.808917813,14.6,0.15,,,29.53818,17.0191,29.70576,17.07775,-45.4288,101.7769,,,,,-54816.9,-519.427,271.825,,999,,14.51,3.32,63.014,0.003,54825.22,*,0.008243,,,,,87.09,0.0,,,317.7988,17.9698,0.274619124485,51.5572331,1.04543166112055,58.8184304,8.69459,75.91339,63.32983,15.2292,/L,74.9077,134.6,93.1,89.8734,267.06,106.798,12.68265,Ari,66.185373,33.5894503,4.648141,,,144.958311,-42.984057,,0.0,0.022,0.008,0.023,0.004,-17.844,0.0,0.023,30.0261,9.7e-06,0.13,0.46,0.0002,92.5054,,74.9129,356.6413,14.2014,115.02994707165432
3200 Phaethon (1983 TB),2012-May-09 07:24:50.499,2456056.808917813,14.6,0.15,,,29.32504,17.68008,29.49309,17.73886,-17.0401,96.58764,,,,,-58810.7,901.204,273.481,,999,,14.6,3.43,68.052,0.0026,58756.7,*,0.007988,,,,,88.26,0.0,,,324.0441,19.2633,0.304260730614,51.0312655,1.07879625445073,56.6979662,8.972075,71.64791,60.57229,16.3213,/L,68.8313,119.9,85.9,94.8567,268.227,108.986,12.02322,Ari,66.185357,33.6287896,5.3385881,,,144.38783,-42.434031,,0.0,0.018,0.008,0.019,0.004,-20.357,0.0,0.019,29.3095,1.07e-05,0.15,0.56,0.000196,98.5632,,68.8364,359.8025,14.8522,113.51288769861777
3200 Phaethon (1983 TB),2012-May-10 07:24:50.499,2456057.808917813,14.6,0.15,,,29.2814,18.30685,29.44994,18.36566,3.623156,91.52646,,,,,-62220.0,2215.822,274.86,,999,,14.71,3.54,71.96,0.0022,62126.11,*,0.007757,,,,,89.19,0.0,,,329.2552,20.1676,0.333490442052,50.1698804,1.11088103029936,54.4246166,9.238916,67.98762,58.15667,17.2573,/L,63.9415,105.8,76.9,98.8098,269.156,110.99,11.41138,Ari,66.185341,33.8093026,5.9404954,,,144.04804,-41.858644,,0.0,0.015,0.007,0.016,0.004,-22.721,0.0,0.016,28.4892,1.07e-05,0.16,0.59,0.00019,103.5512,,63.9465,2.4857,15.3189,112.06910069922507
3200 Phaethon (1983 TB),2012-May-11 07:24:50.499,2456058.808917813,14.6,0.15,,,29.36277,18.90092,29.53181,18.95969,18.86447,86.77144,,,,,-65200.1,3430.276,276.036,,999,,14.83,3.64,75.045,0.0019,65080.66,*,0.007548,,,,,89.95,0.0,,,333.6762,20.8079,0.362171691373,49.1521793,1.14165214202609,52.1652258,9.494831,64.81506,56.01989,18.078,/L,59.9354,92.2,66.9,101.9946,269.912,112.817,10.84204,Ari,66.185324,34.0905341,6.4703287,,,143.877525,-41.273338,,0.0,0.012,0.007,0.013,0.005,-24.945,0.0,0.014,27.6506,1.03e-05,0.16,0.58,0.000184,107.7416,,59.9404,4.808,15.6676,110.73217615661295
3200 Phaethon (1983 TB),2012-May-12 07:24:50.499,2456059.808917813,14.6,0.15,,,29.53763,19.46456,29.70718,19.52323,30.24538,82.37912,,,,,-67860.6,4553.041,277.057,,999,,14.95,3.74,77.519,0.0017,67724.9,*,0.007358,,,,,90.57,0.0,,,337.4817,21.2648,0.390244703458,48.0739781,1.17114191986441,49.9934664,9.74009,62.0369,54.11034,18.8125,/L,56.6023,79.2,56.4,104.5926,270.535,114.469,10.3101,Ari,66.185307,34.4443548,6.9409659,,,143.832303,-40.687005,,0.0,0.011,0.007,0.012,0.005,-27.044,0.0,0.013,26.8338,9.8e-06,0.15,0.56,0.000179,111.3226,,56.6073,6.8512,15.9367,109.5074992158513
3200 Phaethon (1983 TB),2012-May-13 07:24:50.499,2456060.808917813,14.6,0.15,,,29.78328,20.00019,29.95333,20.05871,38.83192,78.35168,,,,,-70280.6,5593.209,277.954,,999,,15.07,3.84,79.532,0.0015,70134.21,*,0.007185,,,,,91.09,0.0,,,340.7989,21.5916,0.417690964393,46.9869336,1.19941069336631,47.9380628,9.975195,59.58043,52.38711,19.4817,/L,53.7925,66.7,46.0,106.7326,271.053,115.953,9.8109,Ari,66.18529,34.8508817,7.3624839,,,143.880597,-40.104764,,0.0,0.009,0.007,0.01,0.005,-29.043,0.0,0.012,26.0566,9.1e-06,0.14,0.53,0.000174,114.4277,,53.7974,8.6739,16.1497,108.38907337159537
3200 Phaethon (1983 TB),2012-May-14 07:24:50.499,2456061.808917813,14.6,0.15,,,30.08309,20.51017,30.25364,20.5685,45.36223,74.66827,,,,,-72518.1,6559.606,278.753,,999,,15.18,3.93,81.193,0.0013,72363.84,*,0.007026,,,,,91.52,0.0,,,343.7224,21.824,0.444514179086,45.9187261,1.22652836737473,46.0060924,10.200725,57.38907,50.8181,20.1011,/L,51.3971,54.6,36.0,108.5083,271.485,117.271,9.34039,Ari,66.185272,35.2958215,7.7428258,,,143.999172,-39.529525,,0.0,0.008,0.007,0.009,0.005,-30.978,0.0,0.011,25.3258,8.5e-06,0.14,0.49,0.000169,117.1538,,51.402,10.3188,16.3219,107.36732426670358
3200 Phaethon (1983 TB),2012-May-15 07:24:50.499,2456062.808917813,14.6,0.15,,,30.42471,20.9967,30.59577,21.05481,50.35594,71.29956,,,,,-74615.9,7460.432,279.469,,999,,15.3,4.01,82.578,0.0012,74454.92,*,0.00688,,,,,91.88,0.0,,,346.3237,21.9871,0.470729830106,44.8837426,1.25256561359898,44.1944347,10.417271,55.41855,49.37799,20.6819,/L,49.3352,42.9,26.8,109.9889,271.845,118.427,8.8951,Ari,66.185255,35.7687348,8.0883155,,,144.17082,-38.962882,,0.0,0.008,0.006,0.008,0.005,-32.913,0.0,0.01,24.6425,7.9e-06,0.13,0.46,0.000164,119.5727,,49.3401,11.8177,16.4636,106.43148077185305
3200 Phaethon (1983 TB),2012-May-16 07:24:50.499,2456063.808917813,14.6,0.15,,,30.79878,21.46176,30.97036,21.51962,54.18504,68.21455,,,,,-76606.6,8303.151,280.117,,999,,15.4,4.09,83.747,0.0011,76438.58,*,0.006745,,,,,92.18,0.0,,,348.6579,22.0983,0.496359344551,43.8888848,1.27758981708695,42.4954721,10.625391,53.6339,48.04673,21.2329,/L,47.5459,31.4,18.7,111.227,272.145,119.426,8.47204,Ari,66.185236,36.2618863,8.4040422,,,144.382638,-38.405632,,0.0,0.007,0.006,0.008,0.006,-34.962,0.0,0.01,24.0051,7.4e-06,0.12,0.43,0.00016,121.7391,,47.5507,13.1952,16.5819,105.57166488401698
3200 Phaethon (1983 TB),2012-May-17 07:24:50.499,2456064.808917813,14.6,0.15,,,31.19816,21.90714,31.37026,21.96474,57.12016,65.38355,,,,,-78515.0,9094.492,280.708,,999,,15.51,4.17,84.741,0.001,78338.69,*,0.00662,,,,,92.43,0.0,,,350.7679,22.1702,0.521426795149,42.9368061,1.30166339711006,40.8999406,10.825604,52.00722,46.80824,21.7607,/L,45.9819,20.4,11.8,112.2629,272.393,120.271,8.06868,Ari,66.185218,36.7694701,8.6941463,,,144.624843,-37.858097,,0.0,0.007,0.006,0.007,0.006,-37.377,0.0,0.009,23.411,6.9e-06,0.11,0.4,0.000156,123.6949,,45.9867,14.47,16.6819,104.77894110889874
3200 Phaethon (1983 TB),2012-May-18 07:24:50.499,2456065.808917813,14.6,0.15,,,31.61729,22.33444,31.78993,22.39175,59.36118,62.77939,,,,,-80360.4,9840.493,281.249,,999,,15.61,4.24,85.594,0.0009,80173.82,*,0.006505,,,,,92.64,0.0,,,352.6878,22.212,0.545957028069,42.0277547,1.32484331158296,39.3983392,11.018386,50.51599,45.64956,22.2705,/L,44.6065,10.3,6.4,113.1283,272.596,120.965,7.68285,Ari,66.185199,37.2870793,8.9620305,,,144.889932,-37.320303,,0.0,0.006,0.006,0.007,0.006,-40.887,0.0,0.009,22.8569,6.4e-06,0.1,0.38,0.000152,125.473,,44.6113,15.657,16.7673,104.04545114344653
3200 Phaethon (1983 TB),2012-May-19 07:24:50.499,2456066.808917813,14.6,0.15,,,32.05182,22.74508,32.22501,22.80211,61.05781,60.37781,,,,,-82157.9,10546.57,281.749,,999,,15.7,4.31,86.332,0.0009,81958.55,*,0.006397,,,,,92.8,0.0,,,354.4449,22.2305,0.56997460974,41.1606416,1.34718113872732,37.9816015,11.204164,49.14189,44.56012,22.7663,/L,43.3905,7.501,2.6,113.8483,272.76,121.511,7.3127,Ari,66.18518,37.8113361,9.2105191,,,145.172103,-36.792102,,0.0,0.006,0.006,0.006,0.006,-48.779,0.0,0.009,22.3394,6e-06,0.1,0.35,0.000149,127.0998,,43.3953,16.7683,16.8411,103.36443510851824
3200 Phaethon (1983 TB),2012-May-20 07:24:50.499,2456067.808917813,14.6,0.15,,,32.4983,23.14034,32.67205,23.19707,62.3236,58.15734,,,,,-83919.4,11217.59,282.213,,999,,15.79,4.38,86.973,0.0008,83704.45,*,0.006296,,,,,92.93,0.0,,,356.0615,22.2308,0.593503250855,40.3336657,1.36872342382383,36.6413839,11.383326,47.86982,43.53122,23.2512,/L,42.3105,16.2,0.4,114.4432,272.89,121.914,6.95661,Ari,66.18516,38.3396294,9.4419769,,,145.466827,-36.273246,,0.0,0.006,0.006,0.006,0.006,-85.18,0.0,0.009,21.8554,5.7e-06,0.09,0.33,0.000146,128.5962,,42.3152,17.8134,16.9052,102.73002178057047
