T,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,200.0,300.0,400.0,500.0,600.0,700.0,800.0,900.0,1000.0
10,3.6426321043809552e-06,7.2861101381379085e-06,1.0932054736521357e-05,1.458293191338128e-05,1.824205343727879e-05,2.1913577322807695e-05,2.560250845416072e-05,2.9314699293774797e-05,3.305685073913247e-05,3.683651298492499e-05,4.066208667123568e-05,4.454282408533138e-05,4.848883024371999e-05,5.251106449059517e-05,5.66213421364908e-05,6.083233584622686e-05,6.515757747839495e-05,6.961145994443256e-05,7.420923900356197e-05,7.896703593996198e-05,0.000139515962765436,0.0002403228957380033,0.0004122337869481768,0.0006954890911301671,0.0011401738431176388,0.0018066704885363438,0.0027660754278692047,0.004100674042708705,0.06730746584354864,0.33863435200770814,0.8092370797662318,1.2945651359041872,1.6766084876186087,1.9367285065649524,2.0797181379942757,2.1543525740503573,2.1668579477844383,1.7645909776838717,1.6582413713578426,1.4460557368170026,1.357049539589276,1.3311683533418104,1.1966649786800019,1.1962581795182528,1.1631360840815737,1.1277667964672158
11,4.457256982484199e-06,8.915780067357734e-06,1.337797371679263e-05,1.7847484701126383e-05,2.2329202799768026e-05,2.682926169555153e-05,3.135504012302156e-05,3.591516313791532e-05,4.051950367475341e-05,4.517918412702811e-05,4.990657842622289e-05,5.4715314185818984e-05,5.962027476513387e-05,6.463760208374295e-05,6.978469948742115e-05,7.508023440076063e-05,8.054414160196553e-05,8.61976265833623e-05,9.206316893464335e-05,9.816452672519379e-05,0.00017829708026949662,0.00031781328740891927,0.0005623664081540129,0.0009717101683134378,0.0016204679012365023,0.0025989073068965617,0.004013821130102002,0.005989980525216478,0.10161493584105355,0.4691829222592805,1.0125210130938649,1.502310243390797,1.8449924238156155,2.0528796443597863,2.144880988119286,2.178032655779495,2.160360897316975,1.7050587272642386,1.597954478652796,1.404049269509339,1.3167663536695613,1.2902872216839827,1.1687511975104479,1.1670480442462103,1.1372671840093305,1.1069218759077541
12,5.395912982910347e-06,1.0793678886318508e-05,1.619676947420859e-05,2.1610423362824566e-05,2.704164727956867e-05,3.2499217613781834e-05,3.7993682452781515e-05,4.3537363767304575e-05,4.914436012770153e-05,5.4830549488889274e-05,6.061359276857868e-05,6.651293752734725e-05,7.254982168276741e-05,7.874727825423421e-05,8.513014021856502e-05,9.172504526650622e-05,9.856044139273773e-05,0.00010566659269627348,0.00011307558535106348,0.0001208213347207268,0.00022558411201618425,0.00041521509679952334,0.000755186761175462,0.0013315005983534805,0.0022519807210496425,0.003647734459058102,0.005675351522914904,0.008520796776178835,0.1470128612308018,0.6137720603659337,1.2063167427624637,1.6775969416259344,1.9712220773400504,2.1277625906657995,2.17583521392135,2.175989816223766,2.1360788986226926,1.6528818781469024,1.546243053649255,1.367738515505736,1.2831094456389704,1.2563742221064795,1.1463859404939065,1.1436082295061523,1.1165779099198763,1.090168310405515
13,6.495570608356983e-06,1.2993809102594149e-05,1.949962313119682e-05,2.602036520768624e-05,3.2565834894120856e-05,3.914828138224935e-05,4.578240699039763e-05,5.2485370802535815e-05,5.927679323325252e-05,6.617876075700175e-05,7.32158318223896e-05,8.041504296362442e-05,8.780591516253685e-05,9.542046158448947e-05,0.00010329319556668836,0.00011146113872201185,0.00011996383015273844,0.000128843336084972,0.00013814425990568856,0.0001479137535513511,0.0002835997789712427,0.0005374380364403106,0.0010009075568074976,0.001794664110087272,0.0030707821161706033,0.005015796838325475,0.00785590705067227,0.01186498731721344,0.20410385811459467,0.7659731760852901,1.3839230617959026,1.8203992554350807,2.0617346943169603,2.1712685822034477,2.1831670476669274,2.1579553195058088,2.1020291933979727,1.6070345843901865,1.50141376067454,1.336129921369147,1.2547057022381927,1.2280720486580925,1.1282903527406403,1.1245846052108723,1.099895832577003,1.0766335815675558
14,7.805627979772748e-06,1.5615044885772344e-05,2.3435066859947004e-05,3.1275815007024516e-05,3.915071905232035e-05,4.707652149423288e-05,5.507328342940772e-05,6.316439043372365e-05,7.137655998099783e-05,7.973984920058448e-05,8.828766433419627e-05,9.705677058820462e-05,0.00010608730258919826,0.00011542277665156053,0.00012511010356394702,0.00013519960183943554,0.00014574501245528251,0.00015680351434764673,0.00016843574066356112,0.00018070579668000457,0.0003551116716698523,0.0006904104551950615,0.001311662659646449,0.0023846602831647974,0.0041199962543670855,0.006779398311228795,0.010686118436024999,0.016237208579554605,0.2726301074736919,0.9198633558191728,1.5417120276434313,1.9331803546503432,2.1232700442745696,2.191655299307584,2.174668153766432,2.130445302284886,2.0631998597696772,1.5665862526580892,1.4622524180271337,1.3084847277861937,1.2305474251957815,1.2043001592832985,1.1135315636493754,1.1090168429705523,1.0863630882518949,1.0656643664675127
15,9.383655022496341e-06,1.8772617629929557e-05,2.8176205328807457e-05,3.760811429936137e-05,4.70864253232606e-05,5.663361028510148e-05,6.627654158746552e-05,7.604650140485661e-05,8.597919338500702e-05,9.611475498650072e-05,0.00010649777219249023,0.00011717729498012841,0.0001282068539295304,0.0001396444792297633,0.00015155272065292959,0.00016399866852581766,0.00017705397673425355,0.00019079488700074465,0.0002053022544577932,0.00022066157538191869,0.00044330116065168337,0.0008809244586754392,0.0017014164026513245,0.003128859933919646,0.005451035423564385,0.009031475213114338,0.014326365069938722,0.021897122190616507,0.35157283608092743,1.0705377397730587,1.6783790107319887,2.0195747163507827,2.161991596921793,2.1954237735300604,2.1558855906393117,2.097717617720216,2.0226267617933305,1.5307452386424618,1.4278480962415177,1.284224232136712,1.2098723741830748,1.1842103509010151,1.1014153641147748,1.0961998688379324,1.075337004857711,1.0567598796930753
16,1.1288963705480957e-05,2.2585252762033168e-05,3.390141196770844e-05,4.525568683277201e-05,5.6672032913218655e-05,6.81801257897739e-05,7.981537586121094e-05,9.16189425873874e-05,0.00010363775248905788,0.00011592451826966367,0.0001285377612172686,0.00014154183496628924,0.0001550069511920993,0.0001690092085181247,0.000183630623110967,0.00019895916108073256,0.00021508877371980673,0.0002321194348195227,0.00025015718011300766,0.0002693141496697845,0.0005515716665058587,0.0011164263023371484,0.002185897124716581,0.004059035278743871,0.007125267471469408,0.011884471348632191,0.01896859054585729,0.02914426618762479,0.43934997670655346,1.214280725319698,1.794207734885475,2.083556034212962,2.1831484235710374,2.1875127633873483,2.130685058808854,2.0625037855314616,1.9821151840219997,1.498852584225075,1.3974895446769877,1.2628785131640992,1.192089595228562,1.1671376560193438,1.0914158378790884,1.08560104251451,1.066326169862873,1.049528868677082
17,1.3575959789105246e-05,2.7161871675107643e-05,4.0774378325556456e-05,5.443743183897668e-05,6.818230812248719e-05,8.204762202336616e-05,9.607935002033543e-05,0.00011033085179538264,0.00012486289740104868,0.00013974369632371655,0.00015504893106179325,0.00017086179303298728,0.00018727302158451744,0.00020438094739748787,0.00022229153871292806,0.00024111845059513783,0.00026098307826922395,0.0002820146138039947,0.0003043501062332811,0.00032813452592376146,0.0006833732368009304,0.0014048827877933645,0.0027827602097162778,0.005212299330597396,0.009216032752625669,0.015472292871730882,0.02483419129525582,0.038305271760175875,0.534042401725369,1.3485229649607975,1.8904661613682703,2.1289625061407147,2.191023621514185,2.171588400687286,2.1017204725412024,2.026526357317251,1.9427046090010611,1.4703622130027236,1.370603956661071,1.2440568328285846,1.1767314696498679,1.152557816112727,1.0831280802153804,1.0768085676796868,1.0589482181957477,1.0436610020321275
18,1.6289014351123442e-05,3.259133829204233e-05,4.8928743209707965e-05,6.533224797346696e-05,8.184214078021854e-05,9.850800198993424e-05,0.00011538873830284109,0.00013255261512110282,0.00015007729704321693,0.00016804989147077172,0.00018656699845967048,0.0002057347644204898,0.00022566894066228274,0.0002464949480959634,0.0002683479465381552,0.0002913729089579185,0.00031572470173643765,0.00034156817029293025,0.0003690782302543998,0.0003984399650042968,0.0008421123606365278,0.0017548345060738558,0.0035121153535785277,0.006632502862080142,0.01181058368900406,0.01995041466774811,0.032167425876352816,0.04971513540949718,0.633601455298295,1.471688003021463,1.968957173153692,2.1592591232757474,2.189016680865606,2.1503292668594614,2.07079185790757,1.9908496920342817,1.9049619941826021,1.4448201286427176,1.3467195821459996,1.227429216444727,1.1634215833868669,1.140053712163723,1.076235782169899,1.0694981025780512,1.052901265845695,1.0389072397107189
19,1.9459914997749726e-05,3.893737222928279e-05,5.8460489938359406e-05,7.806894905429331e-05,9.781402617877845e-05,0.00011775862807856571,0.00013797734254506315,0.0001585564867568852,0.0001795941672377854,0.00020120034481767228,0.0002234969083141283,0.00024661775441367647,0.00027070887500788617,0.0002959284533714753,0.0003224469677210605,0.0003504473026794742,0.00038012486980918585,0.0004116877367243898,0.000445356765108216,0.00048136575856390726,0.0010311885770913614,0.00217569082111165,0.004397424310560049,0.008371861296051233,0.015011323795309471,0.02549347856554055,0.0412248238607332,0.06369552020225482,0.7360139673355992,1.5829986954654736,2.031707754374576,2.177445550188428,2.179775540122669,2.125669660290105,2.039105603360735,1.9561123640005804,1.869164979827804,1.4218464079321533,1.325441742127142,1.2127141086863908,1.151852559763526,1.1292899516823112,1.0704886154299753,1.0634103803914043,1.0479441082964411,1.03506595483571
20,2.310821645522314e-05,4.623926881002811e-05,6.942907418974907e-05,9.272785877510586e-05,0.00011620020756250869,0.00013992511664759452,0.00016399606838212542,0.00018852110362062286,0.0002136229102561801,0.0002394389196601356,0.0002661214154312827,0.00029383765192961736,0.0003227699841839119,0.0003531160107183833,0.0003850887280496769,0.00041891669765008253,0.00045484422672529445,0.0004931315625675174,0.0005340551010386956,0.0005779076102787333,0.0012541668917597215,0.002678255100208158,0.005466646411454725,0.01049242898913186,0.018935766123658927,0.0322902436250932,0.05226191450356813,0.08053334381432568,0.8394182936146416,1.6822846021842865,2.0807675538411066,2.1860470295052474,2.1653355236361675,2.0989931154802086,2.0074587572482234,1.922679215240654,1.8354158592735696,1.4011206614339333,1.306436554438985,1.199669558651979,1.1417703826813672,1.1199939745594116,1.065686198812612,1.058335722423177,1.0438821677424335,1.0319728388251093
